                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                 1.5057,                0.85304,                 1.2002,                0.81895,                0.85956,                0.88499,                0.45169,                  1.774,                0.94138,                 1.4161,              0.0093961,              0.0093961,              0.0093961
                     63,                 1.4807,                0.83808,                 1.2033,                0.89012,                0.79562,                0.89646,                0.46002,                 1.7147,                0.87392,                 1.3984,              0.0093862,              0.0093862,              0.0093862
                     64,                 1.4749,                0.83156,                 1.1845,                0.87954,                0.85249,                0.91775,                0.49202,                 1.6662,                0.83732,                 1.3803,              0.0093763,              0.0093763,              0.0093763
                     65,                 1.4801,                  0.836,                 1.1994,                0.95172,                0.90205,                0.93678,                0.50121,                 1.6267,                0.78128,                 1.3567,              0.0093664,              0.0093664,              0.0093664
                     66,                 1.4824,                0.84267,                 1.1866,                0.91778,                0.83907,                0.90567,                0.48988,                 1.6554,                0.84257,                 1.3429,              0.0093565,              0.0093565,              0.0093565
                     67,                 1.4775,                0.83033,                 1.1875,                0.86618,                0.87094,                0.90434,                0.49536,                 1.6657,                0.89133,                 1.3426,              0.0093466,              0.0093466,              0.0093466
                     68,                 1.4569,                0.82117,                 1.1957,                0.91044,                0.83689,                 0.9026,                0.46651,                 1.7175,                0.84113,                 1.3796,              0.0093367,              0.0093367,              0.0093367
                     69,                  1.485,                0.83843,                 1.1958,                 0.8986,                 0.8487,                 0.9124,                0.46596,                 1.7025,                0.85334,                 1.3803,              0.0093268,              0.0093268,              0.0093268
                     70,                 1.4696,                0.84009,                 1.1862,                0.87227,                0.81841,                0.89174,                0.45737,                 1.7636,                0.99125,                 1.4053,              0.0093169,              0.0093169,              0.0093169
                     71,                 1.4581,                0.80898,                 1.1765,                 0.8601,                0.87282,                0.90229,                0.48286,                 1.6804,                0.84021,                  1.352,               0.009307,               0.009307,               0.009307
                     72,                 1.4538,                0.82566,                 1.1822,                0.87806,                0.83542,                0.91643,                0.49254,                 1.6604,                 0.8046,                 1.3761,              0.0092971,              0.0092971,              0.0092971
                     73,                 1.4562,                0.80066,                 1.1813,                0.85164,                0.83544,                0.90162,                0.46891,                 1.6881,                0.87208,                 1.3759,              0.0092872,              0.0092872,              0.0092872
                     74,                 1.4743,                0.83299,                 1.1936,                0.88672,                0.85767,                0.91364,                0.48432,                 1.6507,                0.81947,                 1.3389,              0.0092773,              0.0092773,              0.0092773
                     75,                 1.4316,                0.79861,                 1.1685,                 0.9217,                0.86411,                0.92477,                0.48758,                 1.5914,                0.79777,                 1.3192,              0.0092674,              0.0092674,              0.0092674
                     76,                 1.4337,                0.81081,                 1.1637,                0.89225,                0.84675,                0.91553,                0.48212,                 1.6419,                0.87046,                 1.3517,              0.0092575,              0.0092575,              0.0092575
