                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                 1.3625,                0.75557,                 1.2505,                 0.8337,                0.71207,                0.79088,                0.38612,                 1.7643,                0.95416,                 1.6821,               0.009208,               0.009208,               0.009208
                     82,                 1.3637,                0.76411,                 1.2483,                 0.8148,                0.73328,                0.78007,                0.37702,                 1.7991,                0.96561,                 1.6867,              0.0091981,              0.0091981,              0.0091981
                     83,                 1.3628,                0.75951,                 1.2354,                0.77195,                0.75915,                0.78881,                0.38945,                 1.7671,                0.98817,                 1.6226,              0.0091882,              0.0091882,              0.0091882
                     84,                 1.3362,                0.75226,                 1.2407,                0.84954,                0.76887,                 0.8208,                0.40738,                 1.7474,                0.90374,                 1.6674,              0.0091783,              0.0091783,              0.0091783
                     85,                 1.3515,                0.74668,                 1.2533,                0.89191,                0.70355,                0.81603,                 0.4135,                 1.7712,                 1.0004,                 1.6578,              0.0091684,              0.0091684,              0.0091684
                     86,                 1.3497,                 0.7655,                 1.2582,                 0.9113,                0.72007,                0.85457,                0.42531,                 1.7383,                0.98632,                 1.6314,              0.0091585,              0.0091585,              0.0091585
                     87,                 1.3471,                0.75882,                 1.2327,                 0.8426,                0.73053,                0.82086,                0.42293,                 1.7705,                  1.036,                 1.6922,              0.0091486,              0.0091486,              0.0091486
                     88,                 1.3416,                0.74835,                 1.2432,                0.80649,                0.77264,                 0.8345,                0.42247,                 1.7625,                0.93909,                 1.7074,              0.0091387,              0.0091387,              0.0091387
                     89,                  1.344,                0.74941,                 1.2464,                0.87324,                0.74161,                0.84023,                0.42058,                  1.768,                 0.9071,                 1.6885,              0.0091288,              0.0091288,              0.0091288
                     90,                 1.3416,                0.73604,                 1.2199,                0.85419,                0.77255,                0.84309,                0.41731,                 1.7664,                0.95733,                 1.6754,              0.0091189,              0.0091189,              0.0091189
                     91,                 1.3007,                0.70482,                 1.2154,                0.89368,                0.76083,                0.86425,                0.45883,                 1.7353,                  1.003,                 1.6449,               0.009109,               0.009109,               0.009109
                     92,                 1.3224,                0.74353,                 1.2313,                0.80589,                0.75124,                0.79506,                0.41095,                 1.7602,                 1.0561,                 1.6748,              0.0090991,              0.0090991,              0.0090991
                     93,                 1.3142,                0.74018,                 1.2287,                0.80722,                0.73921,                0.79074,                0.41214,                  1.753,                 1.0536,                 1.6608,              0.0090892,              0.0090892,              0.0090892
                     94,                 1.3194,                0.72873,                 1.2192,                 0.8317,                0.71796,                0.79612,                0.41609,                 1.7197,                0.95443,                 1.6476,              0.0090793,              0.0090793,              0.0090793
                     95,                 1.2859,                0.71786,                 1.2032,                0.83095,                0.67824,                0.73756,                0.35531,                  1.822,                 1.0954,                 1.7334,              0.0090694,              0.0090694,              0.0090694
                     96,                 1.3001,                0.72278,                 1.2178,                0.85015,                0.78023,                0.84854,                0.39676,                 1.7607,                0.93514,                 1.6849,              0.0090595,              0.0090595,              0.0090595
                     97,                 1.2982,                0.71391,                 1.2088,                0.84735,                0.72469,                0.81111,                 0.3839,                  1.843,                0.98385,                 1.7386,              0.0090496,              0.0090496,              0.0090496
                     98,                 1.3237,                0.71537,                 1.2196,                0.84706,                0.72723,                0.83109,                0.40776,                 1.7872,                0.97804,                 1.6944,              0.0090397,              0.0090397,              0.0090397
                     99,                 1.3116,                0.71422,                 1.1969,                0.81453,                0.74246,                0.81899,                0.39779,                 1.8034,                0.97102,                  1.728,              0.0090298,              0.0090298,              0.0090298
                    100,                 1.3259,                0.71096,                 1.2154,                0.80959,                0.80787,                0.85595,                 0.4189,                 1.7496,                0.90643,                  1.693,              0.0090199,              0.0090199,              0.0090199
                    101,                 1.2776,                0.69433,                 1.2247,                0.86719,                0.74886,                 0.8188,                0.39079,                 1.8014,                 1.0364,                 1.7072,                0.00901,                0.00901,                0.00901
