                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                  2.156,                  1.173,                 1.6325,                0.86576,                0.64423,                0.76089,                0.34796,                 2.5144,                 1.4033,                 2.0385,              0.0092377,              0.0092377,              0.0092377
                     79,                 2.1772,                 1.1426,                 1.6129,                0.88811,                0.72519,                0.79199,                0.38105,                 2.4166,                 1.2714,                  2.014,              0.0092278,              0.0092278,              0.0092278
                     80,                 2.2062,                 1.1341,                 1.6395,                 0.8086,                0.72088,                0.79991,                0.36456,                 2.4695,                 1.3169,                  2.023,              0.0092179,              0.0092179,              0.0092179
                     81,                 2.2433,                 1.1441,                 1.6599,                0.88616,                0.57288,                0.67511,                0.31094,                 2.6041,                  1.534,                 2.1317,               0.009208,               0.009208,               0.009208
                     82,                 2.2091,                 1.1425,                 1.6602,                0.83386,                0.73609,                0.80681,                0.37586,                 2.4638,                 1.2698,                 2.0166,              0.0091981,              0.0091981,              0.0091981
                     83,                 2.2085,                 1.1198,                 1.6509,                0.77189,                0.63001,                0.73613,                0.33215,                  2.518,                 1.2551,                 2.0554,              0.0091882,              0.0091882,              0.0091882
                     84,                 2.1951,                 1.1417,                 1.6469,                0.79682,                0.62872,                0.71556,                0.32387,                 2.6192,                 1.4721,                 2.0939,              0.0091783,              0.0091783,              0.0091783
                     85,                 2.2288,                 1.1187,                 1.6661,                0.71844,                0.75289,                 0.7778,                0.38047,                  2.421,                 1.2375,                  1.995,              0.0091684,              0.0091684,              0.0091684
                     86,                 2.1835,                 1.1553,                 1.6699,                0.85772,                0.72513,                0.81223,                0.39914,                 2.3862,                  1.191,                 1.9511,              0.0091585,              0.0091585,              0.0091585
                     87,                 2.1631,                 1.0802,                 1.6154,                0.85356,                0.70868,                0.78466,                0.37254,                  2.493,                 1.1798,                 2.0303,              0.0091486,              0.0091486,              0.0091486
                     88,                 2.1607,                 1.0754,                 1.6183,                0.90996,                0.65572,                0.77215,                0.36537,                 2.4172,                 1.2187,                 1.9686,              0.0091387,              0.0091387,              0.0091387
                     89,                 2.1868,                 1.0936,                 1.6317,                0.84445,                0.71041,                0.80797,                0.38471,                 2.4507,                 1.2912,                 2.0215,              0.0091288,              0.0091288,              0.0091288
                     90,                 2.2411,                   1.12,                 1.6375,                0.72533,                0.65424,                0.72745,                0.33602,                 2.5545,                 1.4502,                 2.0565,              0.0091189,              0.0091189,              0.0091189
                     91,                 2.1408,                 1.0955,                 1.6151,                0.81956,                0.74514,                0.81996,                0.40158,                 2.4259,                 1.1828,                 1.9775,               0.009109,               0.009109,               0.009109
                     92,                 2.1423,                 1.1053,                 1.6241,                0.85124,                0.68881,                0.78305,                0.39307,                 2.4179,                 1.1504,                 1.9792,              0.0090991,              0.0090991,              0.0090991
                     93,                 2.1185,                 1.0593,                  1.604,                0.80789,                0.72282,                0.77512,                 0.3656,                 2.4475,                 1.1674,                 2.0131,              0.0090892,              0.0090892,              0.0090892
                     94,                 2.1445,                 1.0499,                 1.5984,                0.86578,                0.63989,                0.76176,                0.35055,                 2.4262,                 1.1942,                 1.9975,              0.0090793,              0.0090793,              0.0090793
                     95,                 2.1301,                 1.0672,                 1.6025,                0.87517,                0.66533,                0.77383,                0.36978,                 2.4665,                 1.2888,                 1.9918,              0.0090694,              0.0090694,              0.0090694
                     96,                 2.1022,                 1.0333,                 1.5756,                0.85805,                0.64685,                0.79195,                0.39363,                 2.3469,                 1.1266,                 1.9347,              0.0090595,              0.0090595,              0.0090595
                     97,                 2.1355,                 1.0296,                 1.5862,                0.81336,                0.70076,                0.76943,                0.36876,                  2.495,                 1.1952,                 2.0469,              0.0090496,              0.0090496,              0.0090496
                     98,                 2.1317,                 1.0514,                 1.5983,                0.79395,                0.72856,                0.76264,                0.36753,                 2.4714,                  1.224,                 2.0587,              0.0090397,              0.0090397,              0.0090397
                     99,                 2.1599,                 1.0657,                 1.5973,                 0.9018,                 0.6727,                0.77699,                 0.3826,                 2.4176,                 1.1982,                 2.0021,              0.0090298,              0.0090298,              0.0090298
                    100,                 2.1791,                 1.0316,                 1.6233,                0.88122,                0.75893,                0.83176,                0.41049,                 2.3144,                  1.114,                 1.9422,              0.0090199,              0.0090199,              0.0090199
                    101,                 2.1055,                 1.0404,                 1.6129,                 0.7921,                0.69394,                0.74476,                  0.352,                 2.4556,                 1.2807,                 1.9929,                0.00901,                0.00901,                0.00901
                    102,                 2.1384,                 1.0674,                 1.5942,                0.75939,                0.62487,                0.70685,                0.35384,                  2.548,                 1.4021,                  2.117,              0.0090001,              0.0090001,              0.0090001
                    103,                 2.1451,                  1.071,                 1.6038,                0.83891,                0.63531,                0.78173,                0.38295,                  2.469,                 1.1654,                 2.0384,              0.0089902,              0.0089902,              0.0089902
                    104,                 2.0945,                0.98894,                 1.5653,                0.80563,                0.72779,                0.78868,                0.39255,                 2.4091,                 1.1648,                 1.9862,              0.0089803,              0.0089803,              0.0089803
                    105,                 2.1016,                0.99955,                 1.5781,                0.81345,                0.67053,                0.73012,                0.35537,                 2.5671,                 1.2542,                 2.0854,              0.0089704,              0.0089704,              0.0089704
                    106,                 2.1465,                 1.0358,                 1.6028,                0.89564,                0.66887,                0.81943,                0.37372,                 2.4153,                 1.1097,                 1.9813,              0.0089605,              0.0089605,              0.0089605
                    107,                 2.1345,                 1.0385,                 1.5926,                 0.8578,                 0.7568,                 0.8276,                0.41404,                 2.3329,                 1.0628,                 1.9449,              0.0089506,              0.0089506,              0.0089506
                    108,                  2.119,                  1.021,                 1.5697,                  0.827,                0.72051,                0.80322,                0.39353,                 2.3797,                 1.1712,                 1.9864,              0.0089407,              0.0089407,              0.0089407
                    109,                 2.0982,                 1.0103,                 1.5789,                0.83899,                0.72503,                0.79527,                0.38986,                 2.4261,                 1.1294,                 1.9813,              0.0089308,              0.0089308,              0.0089308
                    110,                  2.092,                 1.0401,                  1.589,                0.79519,                0.65671,                 0.7378,                0.36643,                 2.4338,                 1.2168,                 1.9869,              0.0089209,              0.0089209,              0.0089209
                    111,                 2.1291,                 1.0379,                 1.5874,                0.80895,                0.70725,                0.77554,                0.35973,                 2.4443,                 1.2677,                 1.9992,               0.008911,               0.008911,               0.008911
                    112,                 2.1136,                 1.0273,                 1.5759,                0.88554,                0.72968,                0.83753,                0.40258,                 2.3857,                 1.0961,                 1.9762,              0.0089011,              0.0089011,              0.0089011
                    113,                 2.0745,                0.98897,                 1.5598,                0.84385,                0.74594,                0.77898,                0.35441,                 2.5032,                 1.1896,                  2.032,              0.0088912,              0.0088912,              0.0088912
                    114,                 2.0626,                 1.0002,                 1.5618,                0.82466,                0.69327,                0.78215,                0.39047,                 2.4511,                 1.1492,                 2.0109,              0.0088813,              0.0088813,              0.0088813
                    115,                 2.0602,                0.95812,                  1.521,                0.86426,                0.72568,                 0.7989,                0.38295,                 2.4466,                 1.1406,                 2.0045,              0.0088714,              0.0088714,              0.0088714
                    116,                  2.092,                0.98418,                 1.5786,                0.81889,                0.58869,                0.72305,                0.32503,                 2.5461,                 1.3259,                 2.0308,              0.0088615,              0.0088615,              0.0088615
                    117,                  2.113,                 1.0037,                 1.6033,                0.89259,                0.67981,                0.79381,                0.35629,                 2.5129,                 1.2723,                 2.0469,              0.0088516,              0.0088516,              0.0088516
                    118,                 2.0444,                0.98785,                  1.558,                0.87665,                0.67963,                0.79241,                0.39137,                 2.4509,                 1.1355,                  2.019,              0.0088417,              0.0088417,              0.0088417
                    119,                 2.0469,                0.96375,                 1.5499,                0.79857,                 0.7471,                0.81343,                0.39643,                 2.4411,                 1.1621,                 2.0225,              0.0088318,              0.0088318,              0.0088318
                    120,                  2.068,                0.99125,                 1.5562,                0.86039,                0.75203,                0.79507,                0.39073,                 2.4518,                 1.1054,                  2.038,              0.0088219,              0.0088219,              0.0088219
                    121,                 2.0298,                0.94465,                 1.5267,                0.86475,                 0.7169,                0.83553,                0.39292,                 2.4361,                 1.1504,                 2.0051,               0.008812,               0.008812,               0.008812
                    122,                 2.0467,                0.94727,                 1.5056,                0.86541,                0.69292,                0.79825,                0.37296,                 2.4212,                 1.1073,                 2.0136,              0.0088021,              0.0088021,              0.0088021
                    123,                 1.9919,                0.95789,                 1.5104,                0.90478,                0.75673,                0.83647,                0.40544,                 2.3839,                 1.0229,                 1.9914,              0.0087922,              0.0087922,              0.0087922
                    124,                 2.0095,                0.94782,                 1.5404,                0.80244,                0.66071,                0.76021,                0.36914,                 2.4699,                 1.1465,                 2.0245,              0.0087823,              0.0087823,              0.0087823
                    125,                 2.0076,                 0.9337,                 1.5284,                0.89413,                0.75736,                0.81916,                0.40094,                 2.3683,                 1.0439,                 1.9621,              0.0087724,              0.0087724,              0.0087724
                    126,                 2.0105,                 0.9796,                 1.5323,                0.83845,                0.67901,                0.75047,                0.38083,                 2.4839,                  1.276,                 2.0257,              0.0087625,              0.0087625,              0.0087625
                    127,                 1.9981,                 0.9403,                 1.5274,                0.89899,                0.71684,                0.82143,                0.42425,                 2.4061,                 1.0699,                 1.9733,              0.0087526,              0.0087526,              0.0087526
                    128,                 2.0337,                0.95089,                 1.5411,                0.87752,                0.60141,                0.71414,                0.33122,                 2.6083,                 1.3351,                 2.1422,              0.0087427,              0.0087427,              0.0087427
                    129,                 2.0393,                0.93627,                 1.5142,                0.83191,                 0.7602,                0.81934,                0.41275,                 2.3747,                 1.0108,                 1.9722,              0.0087328,              0.0087328,              0.0087328
                    130,                 2.0257,                0.96563,                 1.5449,                 0.8676,                0.71727,                0.80976,                0.39543,                 2.4128,                 1.1037,                 1.9785,              0.0087229,              0.0087229,              0.0087229
                    131,                 2.0724,                0.97989,                  1.549,                0.84738,                0.74687,                0.84214,                 0.4027,                 2.3588,                 1.0951,                 1.9647,               0.008713,               0.008713,               0.008713
                    132,                 1.9975,                0.91353,                 1.5253,                0.90451,                0.75448,                0.86514,                0.42972,                 2.3875,                 1.0592,                 1.9858,              0.0087031,              0.0087031,              0.0087031
                    133,                 2.0181,                0.92569,                 1.5406,                0.83577,                0.69652,                0.80239,                0.39307,                 2.4177,                  1.107,                 2.0021,              0.0086932,              0.0086932,              0.0086932
                    134,                 1.9817,                0.89661,                 1.5038,                0.88875,                0.77147,                0.81696,                0.40768,                 2.3667,                 1.0927,                 1.9782,              0.0086833,              0.0086833,              0.0086833
                    135,                 1.9995,                0.92869,                 1.5112,                 0.8016,                0.74907,                0.82294,                0.40069,                 2.4205,                  1.104,                 2.0003,              0.0086734,              0.0086734,              0.0086734
                    136,                 1.9397,                0.91269,                 1.5105,                0.87107,                0.80292,                0.84768,                0.41038,                 2.3506,                 1.0168,                 1.9774,              0.0086635,              0.0086635,              0.0086635
                    137,                 1.9551,                0.88461,                 1.4822,                 0.8764,                0.73864,                0.82484,                0.39939,                 2.4368,                 1.1654,                 1.9956,              0.0086536,              0.0086536,              0.0086536
                    138,                 1.9562,                0.92707,                 1.5051,                0.85641,                0.74333,                0.82262,                0.40261,                 2.4433,                 1.1259,                 2.0049,              0.0086437,              0.0086437,              0.0086437
                    139,                 1.9478,                 0.9054,                 1.5156,                0.78167,                0.77578,                 0.8112,                0.41081,                 2.3704,                 1.0378,                  1.957,              0.0086338,              0.0086338,              0.0086338
                    140,                 1.9554,                0.92823,                 1.5208,                0.87269,                 0.7671,                0.83726,                0.42335,                 2.3993,                 1.0178,                 1.9722,              0.0086239,              0.0086239,              0.0086239
                    141,                 2.0118,                0.91948,                 1.5216,                0.83489,                0.68624,                0.76611,                0.38121,                 2.4005,                  1.085,                 2.0005,               0.008614,               0.008614,               0.008614
                    142,                 1.9818,                0.94514,                 1.5146,                0.86758,                0.75182,                 0.8347,                0.37283,                 2.4458,                 1.0995,                 2.0076,              0.0086041,              0.0086041,              0.0086041
                    143,                 2.0064,                0.92522,                  1.516,                0.93044,                 0.7619,                0.87551,                0.41853,                 2.3715,                 1.0231,                 1.9827,              0.0085942,              0.0085942,              0.0085942
                    144,                  1.987,                0.90543,                 1.5276,                0.86972,                0.75803,                0.81376,                0.40162,                 2.4847,                 1.0986,                 2.0519,              0.0085843,              0.0085843,              0.0085843
                    145,                 2.0058,                0.91877,                 1.5238,                0.83826,                 0.7199,                0.80181,                0.39415,                 2.5021,                 1.1345,                 2.0596,              0.0085744,              0.0085744,              0.0085744
                    146,                 2.0195,                0.92626,                 1.5262,                0.79193,                0.71697,                0.78124,                0.38829,                 2.4332,                 1.0852,                 2.0491,              0.0085645,              0.0085645,              0.0085645
                    147,                 1.9685,                0.91416,                 1.5145,                0.82422,                0.78233,                0.83361,                0.40749,                 2.3805,                 1.0295,                 1.9758,              0.0085546,              0.0085546,              0.0085546
                    148,                 1.9782,                0.93447,                 1.5263,                0.87985,                0.69791,                0.80414,                0.40101,                 2.4066,                 1.0389,                 1.9722,              0.0085447,              0.0085447,              0.0085447
                    149,                 1.9917,                0.91332,                  1.514,                0.66779,                0.63229,                0.64946,                0.30588,                 2.5992,                 1.5276,                 2.0772,              0.0085348,              0.0085348,              0.0085348
                    150,                 2.0028,                0.93637,                 1.5039,                0.87243,                0.77555,                0.83954,                0.39226,                    2.4,                 1.0687,                 2.0012,              0.0085249,              0.0085249,              0.0085249
                    151,                 1.9631,                0.86887,                 1.5068,                0.89963,                 0.7693,                0.85063,                0.41196,                 2.3365,                 1.0417,                 1.9532,               0.008515,               0.008515,               0.008515
